nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
NB VC;8611;5850;649;332.0;1.0;316.0;0.0;0.996996996996997;1.0;0.9984962406015038;0.0031545741324921135;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;10425;5850;649;315.0;3.0;331.0;0.0;0.9905660377358491;1.0;0.9952606635071091;0.008982035928143712;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
NB VC;8543;5850;649;296.0;1.0;352.0;0.0;0.9966329966329966;1.0;0.9983136593591906;0.0028328611898017;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;8386;5850;649;305.0;3.0;341.0;0.0;0.9902597402597403;1.0;0.9951060358890702;0.00872093023255814;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
NB VC;7577;5850;649;320.0;1.0;328.0;0.0;0.9968847352024922;1.0;0.9984399375975038;0.00303951367781155;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;9012;5850;649;319.0;3.0;327.0;0.0;0.9906832298136646;1.0;0.9953198127925117;0.00909090909090909;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
NB VC;8146;5850;649;330.0;2.0;317.0;0.0;0.9939759036144579;1.0;0.9969788519637462;0.006269592476489028;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;8507;5850;649;298.0;6.0;344.0;1.0;0.9802631578947368;0.9966555183946488;0.9883913764510779;0.017142857142857144;0.0011965811965811966;[-0.0014631933158865736,0.003856355709048967]
NB VC;8392;5850;649;316.0;0.0;333.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
NB VC;8280;5850;649;296.0;3.0;349.0;1.0;0.9899665551839465;0.9966329966329966;0.9932885906040269;0.008522727272727272;6.837606837606838E-4;[-0.0013273559500834977,0.002694877317604865]
media;8587;5850;649;312.7;2.3;333.8;0.2;0.9926984126984126;0.9993608181527645;0.9960184742793438;0.006843201428146384;4.2735042735042735E-4;[-0.001162780836670935,0.0020174816913717895]
