nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
KNN VC;4740;5850;649;313.0;0.0;336.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4526;5850;649;335.0;0.0;314.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4453;5850;649;305.0;0.0;344.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4382;5850;649;307.0;0.0;342.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4658;5850;649;315.0;0.0;334.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4132;5850;649;323.0;0.0;326.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4848;5850;649;322.0;0.0;327.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4360;5850;649;297.0;0.0;352.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4285;5850;649;304.0;0.0;345.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4317;5850;649;338.0;0.0;311.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
media;4470;5850;649;315.9;0.0;333.1;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
