nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
ID3 VC;1;5850;649;313.0;9.0;324.0;3.0;0.9720496894409938;0.990506329113924;0.9811912225705328;0.02702702702702703;0.0020512820512820513;[-0.0014296899108321216,0.005532254013396224]
ID3 VC;0;5850;649;290.0;12.0;345.0;2.0;0.9602649006622517;0.9931506849315068;0.9764309764309764;0.03361344537815126;0.002393162393162393;[-0.0013660729602841411,0.006152397746608928]
ID3 VC;1;5850;649;331.0;17.0;298.0;3.0;0.9511494252873564;0.9910179640718563;0.9706744868035191;0.05396825396825397;0.003418803418803419;[-0.0010720319261474003,0.007909638763754237]
ID3 VC;0;5850;649;322.0;15.0;310.0;2.0;0.9554896142433235;0.9938271604938271;0.9742813918305597;0.046153846153846156;0.002905982905982906;[-0.0012354278373517143,0.007047393649317526]
ID3 VC;0;5850;649;310.0;11.0;327.0;1.0;0.9657320872274143;0.9967845659163987;0.981012658227848;0.03254437869822485;0.0020512820512820513;[-0.0014296899108321216,0.005532254013396224]
ID3 VC;1;5850;649;317.0;12.0;314.0;6.0;0.9635258358662614;0.9814241486068112;0.9723926380368098;0.03680981595092025;0.003076923076923077;[-0.0011841881149867945,0.007338034268832948]
ID3 VC;1;5850;649;305.0;8.0;334.0;2.0;0.9744408945686901;0.993485342019544;0.9838709677419355;0.023391812865497075;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;0;5850;649;305.0;14.0;324.0;6.0;0.9561128526645768;0.9807073954983923;0.9682539682539683;0.04142011834319527;0.003418803418803419;[-0.0010720319261474003,0.007909638763754237]
ID3 VC;0;5850;649;310.0;4.0;334.0;1.0;0.9872611464968153;0.9967845659163987;0.9920000000000001;0.011834319526627219;8.547008547008547E-4;[-0.001393603578348415,0.0031030052877501243]
ID3 VC;1;5850;649;292.0;14.0;340.0;3.0;0.954248366013072;0.9898305084745763;0.9717138103161398;0.03954802259887006;0.002905982905982906;[-0.0012354278373517143,0.007047393649317526]
media;0;5850;649;309.5;11.6;325.0;2.9;0.9638741824976642;0.9907170294494239;0.9771112865035517;0.0344622697563874;0.002478632478632479;[-0.0013469792891766751,0.006304244246441633]
