nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
NB VC;18063;5850;649;315.0;5.0;329.0;0.0;0.984375;1.0;0.9921259842519685;0.014970059880239521;8.547008547008547E-4;[-0.001393603578348415,0.0031030052877501243]
NB VC;8882;5850;649;296.0;3.0;350.0;0.0;0.9899665551839465;1.0;0.9949579831932773;0.0084985835694051;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
NB VC;8639;5850;649;335.0;2.0;312.0;0.0;0.9940652818991098;1.0;0.9970238095238095;0.006369426751592357;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;8722;5850;649;338.0;1.0;310.0;0.0;0.9970501474926253;1.0;0.9985228951255538;0.003215434083601286;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;8676;5850;649;313.0;0.0;334.0;2.0;1.0;0.9936507936507937;0.9968152866242038;0.0;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;10149;5850;649;307.0;0.0;342.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
NB VC;13852;5850;649;299.0;2.0;348.0;0.0;0.9933554817275747;1.0;0.9966666666666666;0.005714285714285714;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;9001;5850;649;299.0;3.0;347.0;0.0;0.9900662251655629;1.0;0.9950083194675541;0.008571428571428572;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
NB VC;9918;5850;649;317.0;3.0;328.0;1.0;0.990625;0.9968553459119497;0.9937304075235109;0.00906344410876133;6.837606837606838E-4;[-0.0013273559500834977,0.002694877317604865]
NB VC;9717;5850;649;308.0;3.0;338.0;0.0;0.9903536977491961;1.0;0.9951534733441034;0.008797653958944282;5.128205128205128E-4;[-0.001229006538923066,0.002254647564564092]
media;10561;5850;649;312.7;2.2;333.8;0.3;0.9930136551286123;0.9990415335463259;0.996018474279344;0.006547619047619048;4.2735042735042735E-4;[-0.001162780836670935,0.0020174816913717895]
