nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
KNN VC;4300;5850;649;304.0;0.0;345.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4319;5850;649;318.0;0.0;331.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4690;5850;649;325.0;0.0;324.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4021;5850;649;306.0;0.0;343.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3932;5850;649;318.0;0.0;331.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4427;5850;649;294.0;0.0;355.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4619;5850;649;321.0;0.0;328.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4231;5850;649;335.0;0.0;314.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;5504;5850;649;318.0;0.0;331.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3951;5850;649;309.0;0.0;340.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
media;4399;5850;649;314.8;0.0;334.2;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
