nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
NB VC;14325;5850;649;303.0;1.0;345.0;0.0;0.9967105263157895;1.0;0.9983525535420099;0.002890173410404624;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;9393;5850;649;329.0;4.0;316.0;0.0;0.987987987987988;1.0;0.9939577039274925;0.0125;6.837606837606838E-4;[-0.0013273559500834977,0.002694877317604865]
NB VC;9335;5850;649;326.0;3.0;319.0;1.0;0.9908814589665653;0.9969418960244648;0.9939024390243902;0.009316770186335404;6.837606837606838E-4;[-0.0013273559500834977,0.002694877317604865]
NB VC;12255;5850;649;327.0;2.0;320.0;0.0;0.993920972644377;1.0;0.9969512195121951;0.006211180124223602;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;9359;5850;649;304.0;1.0;344.0;0.0;0.9967213114754099;1.0;0.9983579638752053;0.002898550724637681;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;7473;5850;649;311.0;2.0;336.0;0.0;0.9936102236421726;1.0;0.9967948717948718;0.005917159763313609;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;8347;5850;649;310.0;2.0;337.0;0.0;0.9935897435897436;1.0;0.9967845659163987;0.0058997050147492625;3.418803418803419E-4;[-0.0010804371028034843,0.001764197786564168]
NB VC;8217;5850;649;320.0;0.0;329.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
NB VC;8142;5850;649;300.0;1.0;348.0;0.0;0.9966777408637874;1.0;0.9983361064891847;0.0028653295128939827;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
NB VC;8200;5850;649;301.0;1.0;347.0;0.0;0.9966887417218543;1.0;0.9983416252072967;0.0028735632183908046;1.7094017094017094E-4;[-8.348761247735904E-4,0.0011767564666539322]
media;9504;5850;649;313.1;1.7;334.1;0.1;0.9945997458703939;0.9996807151979565;0.9971337579617834;0.005062537224538415;3.076923076923077E-4;[-0.0010416595697458184,0.0016570441851304336]
