nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
ID3 VC;0;5850;649;322.0;9.0;313.0;5.0;0.972809667673716;0.9847094801223242;0.9787234042553191;0.027950310559006212;0.002393162393162393;[-0.0013660729602841411,0.006152397746608928]
ID3 VC;0;5850;649;325.0;15.0;305.0;4.0;0.9558823529411765;0.9878419452887538;0.9715994020926757;0.046875;0.003247863247863248;[-0.0011296369870467337,0.007625363482773229]
ID3 VC;0;5850;649;304.0;15.0;324.0;6.0;0.9529780564263323;0.9806451612903225;0.9666136724960255;0.04424778761061947;0.0035897435897435897;[-0.0010115986009967787,0.008191085780483958]
ID3 VC;1;5850;649;296.0;11.0;338.0;4.0;0.9641693811074918;0.9866666666666667;0.9752883031301481;0.03151862464183381;0.002564102564102564;[-0.0013267423147635639,0.006454947442968692]
ID3 VC;1;5850;649;321.0;10.0;318.0;0.0;0.9697885196374623;1.0;0.9846625766871165;0.03048780487804878;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;1;5850;649;325.0;10.0;314.0;0.0;0.9701492537313433;1.0;0.9848484848484849;0.030864197530864196;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;0;5850;649;283.0;12.0;350.0;4.0;0.9593220338983051;0.9860627177700348;0.9725085910652922;0.03314917127071823;0.002735042735042735;[-0.0012830602218512873,0.006753145691936757]
ID3 VC;0;5850;649;313.0;9.0;326.0;1.0;0.9720496894409938;0.9968152866242038;0.9842767295597485;0.026865671641791045;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;0;5850;649;322.0;15.0;308.0;4.0;0.9554896142433235;0.9877300613496932;0.971342383107089;0.04643962848297214;0.003247863247863248;[-0.0011296369870467337,0.007625363482773229]
ID3 VC;0;5850;649;324.0;12.0;312.0;1.0;0.9642857142857143;0.9969230769230769;0.9803328290468987;0.037037037037037035;0.0022222222222222222;[-0.001400577949718128,0.0058450223941625724]
media;0;5850;649;313.5;11.8;320.8;2.9;0.9637257915770058;0.990834386852086;0.9770920991117344;0.035478051713770296;0.002512820512820513;[-0.0013390184201048086,0.006364659445745834]
