nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
ID3 VC;0;5850;649;310.0;15.0;316.0;8.0;0.9538461538461539;0.9748427672955975;0.9642301710730948;0.045317220543806644;0.003931623931623932;[-8.830212156282205E-4,0.008746269078876084]
ID3 VC;1;5850;649;325.0;9.0;314.0;1.0;0.9730538922155688;0.9969325153374233;0.9848484848484848;0.02786377708978328;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;0;5850;649;313.0;12.0;323.0;1.0;0.963076923076923;0.9968152866242038;0.9796557120500783;0.03582089552238806;0.0022222222222222222;[-0.001400577949718128,0.0058450223941625724]
ID3 VC;0;5850;649;294.0;13.0;339.0;3.0;0.9576547231270358;0.98989898989899;0.9735099337748344;0.036931818181818184;0.002735042735042735;[-0.0012830602218512873,0.006753145691936757]
ID3 VC;0;5850;649;301.0;15.0;332.0;1.0;0.9525316455696202;0.9966887417218543;0.9741100323624595;0.043227665706051875;0.002735042735042735;[-0.0012830602218512873,0.006753145691936757]
ID3 VC;0;5850;649;318.0;9.0;318.0;4.0;0.9724770642201835;0.9875776397515528;0.9799691833590138;0.027522935779816515;0.0022222222222222222;[-0.001400577949718128,0.0058450223941625724]
ID3 VC;1;5850;649;326.0;10.0;310.0;3.0;0.9702380952380952;0.9908814589665653;0.9804511278195489;0.03125;0.0022222222222222222;[-0.001400577949718128,0.0058450223941625724]
ID3 VC;0;5850;649;280.0;12.0;355.0;2.0;0.958904109589041;0.9929078014184397;0.975609756097561;0.0326975476839237;0.002393162393162393;[-0.0013660729602841411,0.006152397746608928]
ID3 VC;0;5850;649;297.0;10.0;338.0;4.0;0.9674267100977199;0.9867109634551495;0.9769736842105263;0.028735632183908046;0.002393162393162393;[-0.0013660729602841411,0.006152397746608928]
ID3 VC;0;5850;649;332.0;10.0;305.0;2.0;0.9707602339181286;0.9940119760479041;0.9822485207100592;0.031746031746031744;0.0020512820512820513;[-0.0014296899108321216,0.005532254013396224]
media;0;5850;649;309.6;11.5;325.0;2.9;0.9641856119588913;0.99072;0.9772727272727273;0.03417533432392273;0.0024615384615384616;[-0.001350891383780696,0.006273968306857619]
