nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
KNN VC;4004;5850;649;327.0;0.0;322.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4281;5850;649;329.0;0.0;320.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3875;5850;649;310.0;0.0;339.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3837;5850;649;300.0;0.0;349.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4731;5850;649;321.0;0.0;328.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;4124;5850;649;325.0;0.0;324.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3934;5850;649;287.0;0.0;362.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3823;5850;649;314.0;0.0;335.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;3840;5850;649;326.0;0.0;323.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
KNN VC;5162;5850;649;325.0;0.0;324.0;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
media;4161;5850;649;316.4;0.0;332.6;0.0;1.0;1.0;1.0;0.0;0.0;[0.0,0.0]
