nomExperimento;duracion;cantEjemplosEntrenamiento;cantCantEjemplosPrueba;verdaderosPositivos;falsosPositivos;verdaderosNegativos;falsosNegativos;precision;recuperacion;medidaF;fallOf;errors;intervaloconfianza
ID3 VC;0;5850;649;328.0;7.0;310.0;4.0;0.9791044776119403;0.9879518072289156;0.9835082458770614;0.022082018927444796;0.0018803418803418803;[-0.0014527204635461214,0.0052134042242298825]
ID3 VC;0;5850;649;310.0;17.0;317.0;5.0;0.9480122324159022;0.9841269841269841;0.9657320872274143;0.05089820359281437;0.0037606837606837607;[-9.4853612047707E-4,0.008469903641844592]
ID3 VC;0;5850;649;295.0;9.0;344.0;1.0;0.9703947368421053;0.9966216216216216;0.9833333333333334;0.025495750708215296;0.0017094017094017094;[-0.001468820662848003,0.004887624081651422]
ID3 VC;0;5850;649;303.0;7.0;337.0;2.0;0.9774193548387097;0.9934426229508196;0.9853658536585366;0.020348837209302327;0.0015384615384615385;[-0.001476923076923077,0.004553846153846154]
ID3 VC;0;5850;649;318.0;11.0;318.0;2.0;0.9665653495440729;0.99375;0.9799691833590138;0.03343465045592705;0.0022222222222222222;[-0.001400577949718128,0.0058450223941625724]
ID3 VC;0;5850;649;318.0;11.0;319.0;1.0;0.9665653495440729;0.9968652037617555;0.9814814814814814;0.03333333333333333;0.0020512820512820513;[-0.0014296899108321216,0.005532254013396224]
ID3 VC;1;5850;649;328.0;7.0;312.0;2.0;0.9791044776119403;0.9939393939393939;0.9864661654135337;0.0219435736677116;0.0015384615384615385;[-0.001476923076923077,0.004553846153846154]
ID3 VC;0;5850;649;297.0;14.0;336.0;2.0;0.954983922829582;0.9933110367892977;0.9737704918032787;0.04;0.002735042735042735;[-0.0012830602218512873,0.006753145691936757]
ID3 VC;1;5850;649;312.0;17.0;316.0;4.0;0.9483282674772037;0.9873417721518988;0.9674418604651164;0.05105105105105105;0.0035897435897435897;[-0.0010115986009967787,0.008191085780483958]
ID3 VC;0;5850;649;296.0;13.0;339.0;1.0;0.9579288025889967;0.9966329966329966;0.9768976897689768;0.036931818181818184;0.002393162393162393;[-0.0013660729602841411,0.006152397746608928]
media;0;5850;649;310.5;11.3;324.8;2.4;0.9648850217526413;0.9923298178331736;0.9784149992122262;0.033620946146980066;0.002341880341880342;[-0.0013769549540159909,0.006060715637776675]
